window,ticker,timestamp,reason
O1,PYPL,2025-02-18 16:39:00+00:00,PARTICIPATION_INSUFFICIENT
O1,STX,2025-02-18 17:24:00+00:00,PARTICIPATION_INSUFFICIENT
O1,ADBE,2025-02-18 17:39:00+00:00,PARTICIPATION_INSUFFICIENT
O1,ADI,2025-02-18 18:24:00+00:00,PARTICIPATION_INSUFFICIENT
O1,PEP,2025-02-18 18:29:00+00:00,PARTICIPATION_INSUFFICIENT
O1,PANW,2025-02-18 19:54:00+00:00,PARTICIPATION_INSUFFICIENT
O1,QCOM,2025-02-18 20:29:00+00:00,PARTICIPATION_INSUFFICIENT
O1,CSCO,2025-02-19 15:05:00+00:00,ESTIMATED_COST_OR_GEOMETRY_INFEASIBLE
O1,CMCSA,2025-02-19 15:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,TSLA,2025-02-19 15:14:00+00:00,PARTICIPATION_INSUFFICIENT
O1,STX,2025-02-19 15:25:00+00:00,ESTIMATED_COST_OR_GEOMETRY_INFEASIBLE
O1,KLAC,2025-02-19 15:30:00+00:00,ESTIMATED_COST_OR_GEOMETRY_INFEASIBLE
O1,ADI,2025-02-19 15:34:00+00:00,PARTICIPATION_INSUFFICIENT
O1,NFLX,2025-02-19 15:44:00+00:00,PARTICIPATION_INSUFFICIENT
O1,GOOGL,2025-02-19 15:49:00+00:00,PARTICIPATION_INSUFFICIENT
O1,NVDA,2025-02-19 15:49:00+00:00,PARTICIPATION_INSUFFICIENT
O1,ISRG,2025-02-19 16:10:00+00:00,ESTIMATED_COST_OR_GEOMETRY_INFEASIBLE
O1,MDLZ,2025-02-19 19:29:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AMZN,2025-02-19 19:59:00+00:00,PARTICIPATION_INSUFFICIENT
O1,VRTX,2025-02-19 20:19:00+00:00,PARTICIPATION_INSUFFICIENT
O1,CMCSA,2025-02-20 15:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,VRTX,2025-02-20 15:20:00+00:00,ESTIMATED_COST_OR_GEOMETRY_INFEASIBLE
O1,TXN,2025-02-20 15:24:00+00:00,PARTICIPATION_INSUFFICIENT
O1,SBUX,2025-02-20 16:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,HON,2025-02-20 16:44:00+00:00,PARTICIPATION_INSUFFICIENT
O1,INTC,2025-02-20 20:54:00+00:00,ENTRY_BLACKOUT
O1,BKNG,2025-02-21 15:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,SBUX,2025-02-21 15:29:00+00:00,PARTICIPATION_INSUFFICIENT
O1,PEP,2025-02-21 16:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,HON,2025-02-21 16:15:00+00:00,ESTIMATED_COST_OR_GEOMETRY_INFEASIBLE
O1,REGN,2025-02-21 16:39:00+00:00,PARTICIPATION_INSUFFICIENT
O1,COST,2025-02-21 20:59:00+00:00,ENTRY_BLACKOUT
O1,MDLZ,2025-02-24 15:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,VRTX,2025-02-24 15:06:00+00:00,ACTUAL_FILL_COST_OR_GEOMETRY_INFEASIBLE
O1,AAPL,2025-02-24 15:10:00+00:00,ESTIMATED_COST_OR_GEOMETRY_INFEASIBLE
O1,PYPL,2025-02-24 18:44:00+00:00,PARTICIPATION_INSUFFICIENT
O1,BKNG,2025-02-24 19:14:00+00:00,PARTICIPATION_INSUFFICIENT
O1,ADBE,2025-02-24 20:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,COST,2025-02-24 20:34:00+00:00,ENTRY_BLACKOUT
O1,GILD,2025-02-25 15:19:00+00:00,PARTICIPATION_INSUFFICIENT
O1,MDLZ,2025-02-25 15:29:00+00:00,PARTICIPATION_INSUFFICIENT
O1,SBUX,2025-02-25 16:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,TXN,2025-02-25 18:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AMZN,2025-02-25 20:24:00+00:00,PARTICIPATION_INSUFFICIENT
O1,CSCO,2025-02-26 15:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,GOOGL,2025-02-26 15:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,MSFT,2025-02-26 15:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,PANW,2025-02-26 15:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,QCOM,2025-02-26 15:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,ADBE,2025-02-26 15:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,VRTX,2025-02-26 15:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AMZN,2025-02-26 15:19:00+00:00,PARTICIPATION_INSUFFICIENT
O1,NFLX,2025-02-26 15:19:00+00:00,PARTICIPATION_INSUFFICIENT
O1,STX,2025-02-26 15:19:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AMAT,2025-02-26 15:44:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AVGO,2025-02-26 15:44:00+00:00,PARTICIPATION_INSUFFICIENT
O1,KLAC,2025-02-26 16:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,LRCX,2025-02-26 16:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,ADI,2025-02-26 16:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AMD,2025-02-26 16:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,GILD,2025-02-26 16:24:00+00:00,PARTICIPATION_INSUFFICIENT
O1,CSCO,2025-02-27 15:19:00+00:00,PARTICIPATION_INSUFFICIENT
O1,HON,2025-02-27 15:24:00+00:00,PARTICIPATION_INSUFFICIENT
O1,PEP,2025-02-27 15:34:00+00:00,PARTICIPATION_INSUFFICIENT
O1,CMCSA,2025-02-27 16:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AAPL,2025-02-27 16:19:00+00:00,PARTICIPATION_INSUFFICIENT
O1,STX,2025-02-27 18:19:00+00:00,PARTICIPATION_INSUFFICIENT
O1,INTC,2025-02-27 18:24:00+00:00,PARTICIPATION_INSUFFICIENT
O1,MDLZ,2025-02-27 19:00:00+00:00,ESTIMATED_COST_OR_GEOMETRY_INFEASIBLE
O1,MU,2025-02-28 15:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AMZN,2025-02-28 15:14:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AVGO,2025-02-28 15:14:00+00:00,PARTICIPATION_INSUFFICIENT
O1,META,2025-02-28 15:14:00+00:00,PARTICIPATION_INSUFFICIENT
O1,NFLX,2025-02-28 15:14:00+00:00,PARTICIPATION_INSUFFICIENT
O1,PYPL,2025-02-28 15:14:00+00:00,PARTICIPATION_INSUFFICIENT
O1,QCOM,2025-02-28 15:14:00+00:00,PARTICIPATION_INSUFFICIENT
O1,TSLA,2025-02-28 15:14:00+00:00,PARTICIPATION_INSUFFICIENT
O1,KLAC,2025-02-28 15:24:00+00:00,PARTICIPATION_INSUFFICIENT
O1,PANW,2025-02-28 15:24:00+00:00,PARTICIPATION_INSUFFICIENT
O1,TXN,2025-02-28 15:24:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AAPL,2025-02-28 15:29:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AMAT,2025-02-28 15:29:00+00:00,PARTICIPATION_INSUFFICIENT
O1,GILD,2025-02-28 18:39:00+00:00,PARTICIPATION_INSUFFICIENT
O1,INTU,2025-02-28 19:39:00+00:00,PARTICIPATION_INSUFFICIENT
O1,MSFT,2025-02-28 20:29:00+00:00,PARTICIPATION_INSUFFICIENT
O1,COST,2025-02-28 20:49:00+00:00,ENTRY_BLACKOUT
O1,ISRG,2025-02-28 20:54:00+00:00,ENTRY_BLACKOUT
O1,SBUX,2025-02-28 20:54:00+00:00,ENTRY_BLACKOUT
O1,CSCO,2025-02-28 20:59:00+00:00,ENTRY_BLACKOUT
O1,GOOGL,2025-02-28 20:59:00+00:00,ENTRY_BLACKOUT
O1,CMCSA,2025-03-03 15:29:00+00:00,PARTICIPATION_INSUFFICIENT
O1,MDLZ,2025-03-03 15:39:00+00:00,PARTICIPATION_INSUFFICIENT
O1,PEP,2025-03-03 15:39:00+00:00,PARTICIPATION_INSUFFICIENT
O1,VRTX,2025-03-03 16:49:00+00:00,PARTICIPATION_INSUFFICIENT
O1,ADBE,2025-03-03 17:29:00+00:00,PARTICIPATION_INSUFFICIENT
O1,VRTX,2025-03-04 15:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,PEP,2025-03-04 15:19:00+00:00,PARTICIPATION_INSUFFICIENT
O1,GOOGL,2025-03-04 16:39:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AAPL,2025-03-04 16:44:00+00:00,PARTICIPATION_INSUFFICIENT
O1,ADBE,2025-03-04 16:54:00+00:00,PARTICIPATION_INSUFFICIENT
O1,BKNG,2025-03-04 17:19:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AMD,2025-03-04 17:24:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AMZN,2025-03-04 17:24:00+00:00,PARTICIPATION_INSUFFICIENT
O1,NVDA,2025-03-04 17:24:00+00:00,PARTICIPATION_INSUFFICIENT
O1,MU,2025-03-04 17:29:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AVGO,2025-03-04 18:14:00+00:00,PARTICIPATION_INSUFFICIENT
O1,KLAC,2025-03-04 18:14:00+00:00,PARTICIPATION_INSUFFICIENT
O1,NFLX,2025-03-04 18:14:00+00:00,PARTICIPATION_INSUFFICIENT
O1,TXN,2025-03-04 18:14:00+00:00,PARTICIPATION_INSUFFICIENT
O1,PANW,2025-03-04 18:44:00+00:00,PARTICIPATION_INSUFFICIENT
O1,LRCX,2025-03-04 19:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,MSFT,2025-03-04 19:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,TSLA,2025-03-04 19:19:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AMAT,2025-03-04 19:24:00+00:00,PARTICIPATION_INSUFFICIENT
O1,QCOM,2025-03-04 19:24:00+00:00,PARTICIPATION_INSUFFICIENT
O1,META,2025-03-04 20:14:00+00:00,PARTICIPATION_INSUFFICIENT
O1,ISRG,2025-03-04 20:24:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AVGO,2025-03-05 15:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,ISRG,2025-03-05 15:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,VRTX,2025-03-05 15:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,BKNG,2025-03-05 15:14:00+00:00,PARTICIPATION_INSUFFICIENT
O1,MSFT,2025-03-05 15:14:00+00:00,PARTICIPATION_INSUFFICIENT
O1,CSCO,2025-03-05 17:24:00+00:00,PARTICIPATION_INSUFFICIENT
O1,MU,2025-03-05 17:29:00+00:00,PARTICIPATION_INSUFFICIENT
O1,PYPL,2025-03-05 17:29:00+00:00,PARTICIPATION_INSUFFICIENT
O1,GOOGL,2025-03-05 17:54:00+00:00,PARTICIPATION_INSUFFICIENT
O1,PANW,2025-03-05 17:54:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AMAT,2025-03-05 17:59:00+00:00,PARTICIPATION_INSUFFICIENT
O1,KLAC,2025-03-05 18:01:00+00:00,PARTICIPATION_INSUFFICIENT
O1,TXN,2025-03-05 18:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,REGN,2025-03-05 18:49:00+00:00,PARTICIPATION_INSUFFICIENT
O1,ADI,2025-03-05 19:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AAPL,2025-03-05 19:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AMD,2025-03-05 19:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,HON,2025-03-05 19:49:00+00:00,PARTICIPATION_INSUFFICIENT
O1,MDLZ,2025-03-05 20:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,CMCSA,2025-03-05 20:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,NVDA,2025-03-05 20:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AMZN,2025-03-06 15:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AVGO,2025-03-06 15:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,MSFT,2025-03-06 15:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,CMCSA,2025-03-06 15:05:00+00:00,ESTIMATED_COST_OR_GEOMETRY_INFEASIBLE
O1,ADBE,2025-03-06 15:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AMD,2025-03-06 15:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,BKNG,2025-03-06 15:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,INTC,2025-03-06 15:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,LRCX,2025-03-06 15:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,NVDA,2025-03-06 15:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,PANW,2025-03-06 15:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,PYPL,2025-03-06 15:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,QCOM,2025-03-06 15:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AAPL,2025-03-06 15:19:00+00:00,PARTICIPATION_INSUFFICIENT
O1,COST,2025-03-06 15:19:00+00:00,PARTICIPATION_INSUFFICIENT
O1,KLAC,2025-03-06 15:19:00+00:00,PARTICIPATION_INSUFFICIENT
O1,INTU,2025-03-06 15:20:00+00:00,ESTIMATED_COST_OR_GEOMETRY_INFEASIBLE
O1,ADI,2025-03-06 15:29:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AMAT,2025-03-06 15:29:00+00:00,PARTICIPATION_INSUFFICIENT
O1,HON,2025-03-06 15:34:00+00:00,PARTICIPATION_INSUFFICIENT
O1,META,2025-03-06 15:39:00+00:00,PARTICIPATION_INSUFFICIENT
O1,TXN,2025-03-06 15:44:00+00:00,PARTICIPATION_INSUFFICIENT
O1,REGN,2025-03-06 15:50:00+00:00,PARTICIPATION_INSUFFICIENT
O1,CSCO,2025-03-06 16:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,MDLZ,2025-03-06 18:39:00+00:00,PARTICIPATION_INSUFFICIENT
O1,HON,2025-03-07 15:04:00+00:00,PARTICIPATION_INSUFFICIENT
O1,CSCO,2025-03-07 15:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,INTC,2025-03-07 15:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,QCOM,2025-03-07 15:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,REGN,2025-03-07 15:09:00+00:00,PARTICIPATION_INSUFFICIENT
O1,MDLZ,2025-03-07 15:14:00+00:00,PARTICIPATION_INSUFFICIENT
O1,GILD,2025-03-07 15:29:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AAPL,2025-03-07 17:34:00+00:00,PARTICIPATION_INSUFFICIENT
O1,SBUX,2025-03-07 18:14:00+00:00,PARTICIPATION_INSUFFICIENT
O1,GOOGL,2025-03-07 18:19:00+00:00,PARTICIPATION_INSUFFICIENT
O1,AVGO,2025-03-07 18:54:00+00:00,PARTICIPATION_INSUFFICIENT
O1,INTU,2025-03-07 18:54:00+00:00,PARTICIPATION_INSUFFICIENT
O1,LRCX,2025-03-07 18:54:00+00:00,PARTICIPATION_INSUFFICIENT
O1,ADI,2025-03-07 19:19:00+00:00,PARTICIPATION_INSUFFICIENT
O1,TXN,2025-03-07 19:20:00+00:00,ESTIMATED_COST_OR_GEOMETRY_INFEASIBLE
O1,AMD,2025-03-07 19:24:00+00:00,PARTICIPATION_INSUFFICIENT
O1,PANW,2025-03-07 19:24:00+00:00,PARTICIPATION_INSUFFICIENT
O2,REGN,2025-03-10 14:19:00+00:00,PARTICIPATION_INSUFFICIENT
O2,PEP,2025-03-10 14:29:00+00:00,PARTICIPATION_INSUFFICIENT
O2,TXN,2025-03-10 14:49:00+00:00,PARTICIPATION_INSUFFICIENT
O2,NFLX,2025-03-11 14:09:00+00:00,PARTICIPATION_INSUFFICIENT
O2,STX,2025-03-11 14:09:00+00:00,PARTICIPATION_INSUFFICIENT
O2,ADBE,2025-03-11 14:54:00+00:00,PARTICIPATION_INSUFFICIENT
O2,COST,2025-03-11 15:20:00+00:00,ESTIMATED_COST_OR_GEOMETRY_INFEASIBLE
O2,AVGO,2025-03-11 15:39:00+00:00,PARTICIPATION_INSUFFICIENT
O2,ISRG,2025-03-11 18:24:00+00:00,PARTICIPATION_INSUFFICIENT
O2,MU,2025-03-11 18:24:00+00:00,PARTICIPATION_INSUFFICIENT
O2,QCOM,2025-03-11 18:44:00+00:00,PARTICIPATION_INSUFFICIENT
O2,NVDA,2025-03-11 18:49:00+00:00,PARTICIPATION_INSUFFICIENT
O2,TSLA,2025-03-11 18:54:00+00:00,PARTICIPATION_INSUFFICIENT
O2,META,2025-03-11 19:09:00+00:00,PARTICIPATION_INSUFFICIENT
O2,AMD,2025-03-12 15:54:00+00:00,PARTICIPATION_INSUFFICIENT
O2,GILD,2025-03-12 16:09:00+00:00,PARTICIPATION_INSUFFICIENT
O2,LRCX,2025-03-12 16:24:00+00:00,PARTICIPATION_INSUFFICIENT
O2,MSFT,2025-03-12 16:34:00+00:00,PARTICIPATION_INSUFFICIENT
O2,BKNG,2025-03-12 16:35:00+00:00,PARTICIPATION_INSUFFICIENT
O2,KLAC,2025-03-12 16:49:00+00:00,PARTICIPATION_INSUFFICIENT
O2,GOOGL,2025-03-12 19:29:00+00:00,PARTICIPATION_INSUFFICIENT
O2,ADI,2025-03-13 14:14:00+00:00,PARTICIPATION_INSUFFICIENT
O2,AMAT,2025-03-13 14:14:00+00:00,PARTICIPATION_INSUFFICIENT
O2,PYPL,2025-03-13 14:14:00+00:00,PARTICIPATION_INSUFFICIENT
O2,TXN,2025-03-13 14:14:00+00:00,PARTICIPATION_INSUFFICIENT
O2,HON,2025-03-13 14:19:00+00:00,PARTICIPATION_INSUFFICIENT
O2,MU,2025-03-13 14:19:00+00:00,PARTICIPATION_INSUFFICIENT
O2,HON,2025-03-14 14:44:00+00:00,PARTICIPATION_INSUFFICIENT
O2,INTU,2025-03-14 14:49:00+00:00,PARTICIPATION_INSUFFICIENT
O2,COST,2025-03-14 14:54:00+00:00,PARTICIPATION_INSUFFICIENT
O2,MSFT,2025-03-14 14:54:00+00:00,PARTICIPATION_INSUFFICIENT
O2,KLAC,2025-03-14 14:59:00+00:00,PARTICIPATION_INSUFFICIENT
O2,PYPL,2025-03-14 14:59:00+00:00,PARTICIPATION_INSUFFICIENT
O2,QCOM,2025-03-14 14:59:00+00:00,PARTICIPATION_INSUFFICIENT
O2,NVDA,2025-03-14 15:04:00+00:00,PARTICIPATION_INSUFFICIENT
O2,BKNG,2025-03-14 15:05:00+00:00,PARTICIPATION_INSUFFICIENT
O2,ADBE,2025-03-14 15:14:00+00:00,PARTICIPATION_INSUFFICIENT
O2,NFLX,2025-03-14 15:34:00+00:00,PARTICIPATION_INSUFFICIENT
O2,GOOGL,2025-03-14 15:39:00+00:00,PARTICIPATION_INSUFFICIENT
O2,META,2025-03-14 15:39:00+00:00,PARTICIPATION_INSUFFICIENT
O2,ADI,2025-03-14 16:44:00+00:00,PARTICIPATION_INSUFFICIENT
O2,AMD,2025-03-14 16:44:00+00:00,PARTICIPATION_INSUFFICIENT
O2,SBUX,2025-03-14 16:54:00+00:00,PARTICIPATION_INSUFFICIENT
O2,TSLA,2025-03-14 18:39:00+00:00,PARTICIPATION_INSUFFICIENT
O2,PEP,2025-03-17 14:04:00+00:00,PARTICIPATION_INSUFFICIENT
O2,AMD,2025-03-17 14:09:00+00:00,PARTICIPATION_INSUFFICIENT
O2,NFLX,2025-03-17 14:14:00+00:00,PARTICIPATION_INSUFFICIENT
O2,INTU,2025-03-17 14:19:00+00:00,PARTICIPATION_INSUFFICIENT
O2,HON,2025-03-17 14:24:00+00:00,PARTICIPATION_INSUFFICIENT
O2,MDLZ,2025-03-17 14:24:00+00:00,PARTICIPATION_INSUFFICIENT
O2,VRTX,2025-03-17 14:34:00+00:00,PARTICIPATION_INSUFFICIENT
